date,daily_volume,daily_trades,daily_net_pnl,daily_avg_leverage,daily_winrate,daily_avg_position
2024-06-03,327218.02,82,6814.825139,,0.8780487804878049,3990.4636585365856
2024-06-04,68223.67,16,236.33513399999998,,0.25,4263.979375
2024-06-05,206016.43,9,968.59038,,0.4444444444444444,22890.714444444442
2024-06-06,137557.76,234,274.173187,,0.42735042735042733,587.8536752136753
2024-06-07,2490.17,24,108.87217799999999,,0.2916666666666667,103.75708333333334
2024-06-08,61478.38,107,267.318048,,0.12149532710280374,574.5642990654205
2024-06-09,39047.1,42,-1104.856765,,0.0,929.6928571428571
2024-06-10,300130.56,22,130.487079,,0.22727272727272727,13642.298181818182
2024-06-11,123906.9,15,2817.83723,,0.4666666666666667,8260.46
2024-06-12,3471019.22,403,-92624.643895,,0.23325062034739455,8612.950918114144
2024-07-01,1048850.06,97,-835.681235,,0.09278350515463918,10812.887216494846
2024-07-02,6758.73,15,241.24212,,0.13333333333333333,450.582
2024-07-04,49988.14,23,0.0,,0.0,2173.397391304348
2024-07-05,108717.58,18,883.537693,,0.5,6039.865555555556
2024-07-06,1098588.76,440,8902.467416,,0.4,2496.7926363636366
2024-07-07,498.75,10,61.428942,,1.0,49.875
2024-07-08,2492.77,23,188.789255,,0.43478260869565216,108.38130434782609
2024-07-10,219984.65,21,0.0,,0.0,10475.459523809524
2024-07-11,111335.3,113,4493.353136,,0.5309734513274337,985.2681415929204
2024-07-12,451733.42,304,85906.279067,,0.4309210526315789,1485.965197368421
2024-08-01,1522452.43,128,-269.874439,,0.25,11894.159609375
2024-08-02,26051.12,10,770.756024,,0.4,2605.112
2024-08-03,183583.18,67,4271.886236,,0.8805970149253731,2740.047462686567
2024-08-04,211940.64,30,1218.4267,,0.03333333333333333,7064.688
2024-08-05,65973.57,13,1.56576,,0.07692307692307693,5074.89
2024-08-06,97351.88,29,129.13883900000002,,0.27586206896551724,3356.961379310345
2024-08-07,497.64,1,0.0,,0.0,497.64
2024-08-08,16299.35,9,-40.712216999999995,,0.0,1811.038888888889
2024-08-09,0.11,1,0.0,,0.0,0.11
2024-08-10,434584.13,36,5396.546638,,0.9166666666666666,12071.781388888889
2024-08-11,270700.44,39,-64.41354100000007,,0.15384615384615385,6941.036923076923
2024-08-12,932939.72,420,15965.933436,,0.3619047619047619,2221.2850476190474
2024-09-01,870051.97,70,-826.349863,,0.2571428571428571,12429.313857142857
2024-09-03,658178.75,117,9949.501624,,0.8290598290598291,5625.459401709401
2024-09-04,57063.840000000004,3,0.0,,0.0,19021.280000000002
2024-09-05,221966.12,28,1147.595856,,0.39285714285714285,7927.361428571428
2024-09-06,22410.22,17,0.0,,0.0,1318.2482352941176
2024-09-07,2736.45,15,648.984412,,1.0,182.42999999999998
2024-09-08,503204.86,144,18082.071276,,0.2986111111111111,3494.4781944444444
2024-09-09,4014.4300000000003,2,0.0,,0.0,2007.2150000000001
2024-09-10,220399.93,14,396.06272,,0.21428571428571427,15742.852142857142
2024-09-11,193384.41,86,102.90894,,0.22093023255813954,2248.655930232558
2024-09-12,983949.68,539,6310.967676,,0.31910946196660483,1825.5096103896105
2024-10-01,2057479.48,193,-1517.091342,,0.21243523316062177,10660.515440414507
2024-10-03,219973.85,42,2482.9272,,0.6904761904761905,5237.472619047619
2024-10-04,351735.97,41,5207.443414,,0.8780487804878049,8578.926097560974
2024-10-05,156882.0,22,2101.741695,,0.2727272727272727,7131.0
2024-10-06,46587.93,53,31.266804999999998,,0.33962264150943394,879.0175471698113
2024-10-07,687900.21,56,11977.734907,,0.6785714285714286,12283.93232142857
2024-10-08,11339.29,88,0.0,,0.0,128.8555681818182
2024-10-09,2547.28,3,-219.729659,,0.0,849.0933333333334
2024-10-10,300024.33999999997,16,0.0,,0.0,18751.521249999998
2024-10-11,413636.7,173,991.114334,,0.2947976878612717,2390.963583815029
2024-10-12,3150424.08,1596,39325.770231,,0.5870927318295739,1973.94992481203
2024-11-01,305314.1,21,-164.08950099999998,,0.23809523809523808,14538.766666666666
2024-11-02,212311.82,34,983.443176,,0.20588235294117646,6244.465294117647
2024-11-03,176519.44999999998,42,3588.179495,,0.9285714285714286,4202.844047619047
2024-11-04,76400.96,16,389.743164,,0.125,4775.06
2024-11-05,63248.95,9,251.604742,,1.0,7027.661111111111
2024-11-06,373279.92,123,4320.631811,,0.13821138211382114,3034.7960975609753
2024-11-07,169887.02,19,1876.812082,,0.47368421052631576,8941.422105263156
2024-11-08,44230.21,24,847.7766200000001,,0.16666666666666666,1842.9254166666667
2024-11-09,0.54,1,0.0,,0.0,0.54
2024-11-10,488904.19,26,8885.327477,,0.6923076923076923,18804.007307692307
2024-11-11,1570572.42,373,6749.630996,,0.24664879356568364,4210.649919571046
2024-11-12,2194098.33,1221,319051.554217,,0.7125307125307125,1796.9683292383293
2024-12-01,200082.27,7,-1925.519024,,0.0,28583.181428571428
2024-12-02,227247.69999999998,16,913.8817869999998,,0.375,14202.981249999999
2024-12-03,103040.85,8,3039.166,,0.875,12880.10625
2024-12-04,442088.59,129,-592.6458390000001,,0.5503875968992248,3427.0433333333335
2024-12-05,55179.56,23,0.0,,0.0,2399.111304347826
2024-12-06,193407.96,254,-21886.531493,,0.08267716535433071,761.4486614173228
2024-12-07,89582.97,19,1412.314654,,0.47368421052631576,4714.893157894737
2024-12-08,54167.32,48,858.6705000000001,,0.125,1128.4858333333334
2024-12-10,159713.4,10,541.55471,,0.7,15971.34
2024-12-11,1226354.52,171,3494.399394,,0.19883040935672514,7171.663859649123
2024-12-12,4557189.87,1932,599151.795008,,0.6997929606625258,2358.7939285714288
2025-01-01,282582.1,96,-9528.065345,,0.3020833333333333,2943.5635416666664
2025-01-02,1363746.44,634,32300.205017,,0.5962145110410094,2151.019621451104
2025-01-03,263824.13,174,10596.108968,,0.4482758620689655,1516.230632183908
2025-01-04,704445.1900000001,192,-2202.6622420000003,,0.4583333333333333,3668.9853645833336
2025-01-05,10720240.52,1230,54536.829297000004,,0.43089430894308944,8715.642699186992
2025-02-01,774674.84,361,8716.519087,,0.45706371191135736,2145.9136842105263
2025-02-02,5661092.29,1318,162854.759623,,0.3588770864946889,4295.214180576631
2025-02-03,6460848.74,532,66914.320708,,0.5018796992481203,12144.452518796992
2025-02-04,3867930.6,1076,202212.740938,,0.8949814126394052,3594.7310408921935
2025-03-01,771208.99,508,6028.486793,,0.27165354330708663,1518.1279330708662
2025-03-02,22592901.37,2380,348871.326269,,0.4634453781512605,9492.815701680673
2025-03-03,8244590.38,1482,616413.032233,,0.6153846153846154,5563.151403508772
2025-03-04,8670233.15,1748,-2365.961276,,0.2974828375286041,4960.087614416476
2025-04-01,1826029.6199999999,371,2553.537968,,0.20215633423180593,4921.912722371967
2025-04-02,15678409.27,2512,416876.88812,,0.276671974522293,6241.404964171974
2025-04-03,11124247.15,2402,182075.566585,,0.25353871773522063,4631.24360949209
2025-04-04,3835545.73,1272,-25515.678949999998,,0.38757861635220126,3015.3661399371067
2025-05-01,451943.57,239,3187.719363,,0.41841004184100417,1890.977280334728
2025-05-02,8743231.51,1297,56706.235562,,0.3215111796453354,6741.1191287586735
2025-05-03,9193654.22,1660,269328.365917,,0.7584337349397591,5538.345915662651
2025-05-04,1267564.22,360,35907.33771,,0.5805555555555556,3521.011722222222
2025-06-01,556526.99,573,6064.185393,,0.15532286212914484,971.2512914485166
2025-06-02,2818508.87,1703,33803.799733,,0.46095126247798,1655.0257604227834
2025-06-03,6765324.96,760,16101.125561,,0.48026315789473684,8901.743368421052
2025-06-04,3551252.06,1048,47053.449272,,0.31679389312977096,3388.59929389313
2025-07-01,1313178.1,637,16098.227531,,0.7613814756671899,2061.504081632653
2025-07-02,3460263.54,1524,22450.002091,,0.2821522309711286,2270.5141338582675
2025-07-03,19854275.48,2552,150236.061627,,0.5223354231974922,7779.888510971787
2025-07-04,14460253.14,2814,34527.370305,,0.23916133617626156,5138.682707889126
2025-08-01,3177275.18,1039,130117.090554,,0.37151106833493747,3058.0126852743024
2025-08-02,839734.97,575,586.703253,,0.19130434782608696,1460.4086434782607
2025-08-03,892083.51,529,24700.773359,,0.5689981096408318,1686.3582419659735
2025-08-04,8869391.4,943,34899.394798,,0.4093319194061506,9405.505196182397
2025-09-01,1020733.25,522,46975.928902,,0.2777777777777778,1955.427681992337
2025-09-02,2920919.7,764,150551.829492,,0.4306282722513089,3823.19332460733
2025-09-03,10419697.99,1422,19773.457395,,0.4409282700421941,7327.495070323488
2025-09-04,28556806.47,3967,43120.444797,,0.43055205444920597,7198.589984875221
2025-10-01,6547449.68,819,-10116.875552,,0.5274725274725275,7994.444053724053
2025-10-02,3624958.44,889,63908.49465,,0.4780652418447694,4077.5685489313837
2025-10-03,16811790.68,2911,-10010.027269999999,,0.39745791824115423,5775.263029886637
2025-10-04,28741953.29,2127,158261.822261,,0.5289139633286318,13512.90704748472
2025-11-01,1658098.71,283,2269.080536,,0.24381625441696114,5859.006042402827
2025-11-02,2797544.17,848,-6093.784817,,0.21816037735849056,3298.990766509434
2025-11-03,14016952.09,3286,-76880.729036,,0.18746195982958003,4265.657970176507
2025-11-04,11319327.07,1096,126406.479081,,0.3357664233576642,10327.853166058394
2025-12-01,2258459.17,602,5742.241803,,0.7840531561461794,3751.59330564784
2025-12-02,4143974.54,1031,19848.635032,,0.4626576139670223,4019.3739476236665
2025-12-03,18618139.15,3968,288105.984215,,0.5645161290322581,4692.071358366935
2025-12-04,55914617.49,2109,410419.694533,,0.2721669037458511,26512.383826458037
